,交易日期,买入股票代码,买入股票名称,选股下周期涨跌幅,资金曲线,累积净值
13,2008-01-31,sh600455 sh600562 sh600753 sz000803 sz002034 sz002071 ,交大博通 高淳陶瓷 东方银星 金宇车城 美欣达 江苏宏宝 ,0.15372063298376037,5.371875680215953,5.371875680215953
14,2008-02-29,sh600532 sh600647 sz002049 sz002057 sz002058 sz002108 ,华阳科技 同达创业 晶源电子 中钢天源 威尔泰 沧州明珠 ,-0.19148208203729244,4.343257740522706,4.343257740522706
15,2008-03-31,sh600532 sh600647 sz000411 sz000703 sz002020 sz002043 ,华阳科技 同达创业 英特集团 世纪光华 京新药业 兔宝宝 ,-0.0027397144717818955,4.331358454436317,4.331358454436317
16,2008-04-30,sh600444 sh600658 sh600976 sz000995 sz002108 sz002125 ,国通管业 兆维科技 武汉健民 皇台酒业 沧州明珠 湘潭电化 ,0.11744898856177222,4.840072124008343,4.840072124008343
17,2008-05-30,sh600490 sh600513 sh600658 sh600749 sz002020 sz002108 ,中科合臣 XR联环药 兆维科技 西藏旅游 京新药业 沧州明珠 ,-0.2084635779220264,3.8310933716369022,3.8310933716369022
18,2008-06-30,sh600165 sh600537 sh600763 sh600992 sz000626 sz000890 ,宁夏恒力 海通集团 通策医疗 贵绳股份 如意集团 法尔胜 ,0.2152379422597046,4.655690025552823,4.655690025552823
19,2008-07-31,sh600371 sh600506 sh600975 sz000697 sz002035 sz002143 ,万向德农 香梨股份 新五丰 咸阳偏转 华帝股份 高金食品 ,-0.16731264350314046,3.8767342200463766,3.8767342200463766
20,2008-08-29,sh600165 sh600359 sh600506 sh600540 sz000890 sz002132 ,宁夏恒力 新农开发 香梨股份 新赛股份 法尔胜 恒星科技 ,-0.009112109423411452,3.84140899362783,3.84140899362783
21,2008-09-26,sh600506 sh600992 sz000713 sz000890 sz000926 sz002132 ,香梨股份 贵绳股份 丰乐种业 法尔胜 福星股份 恒星科技 ,-0.1784731292565045,3.1558207097809916,3.1558207097809916
22,2008-10-31,sh600165 sh600558 sh600673 sh600782 sz000778 sz000890 ,宁夏恒力 大西洋 东阳光铝 新钢股份 新兴铸管 法尔胜 ,0.24882805468046287,3.9410774379161135,3.9410774379161135
23,2008-11-28,sh600079 sh600165 sh600354 sh600506 sh600540 sz002150 ,人福科技 宁夏恒力 敦煌种业 香梨股份 新赛股份 江苏通润 ,0.1799581454727166,4.650306424807863,4.650306424807863
24,2008-12-31,sh600077 sh600513 sh600794 sh600982 sz000615 sz000669 ,国能集团 联环药业 保税科技 宁波热电 湖北金环 领先科技 ,0.22947302242390344,5.71742629530582,5.71742629530582
25,2009-01-23,sh600070 sh600520 sh600562 sz000669 sz002034 sz002057 ,浙江富润 三佳科技 高淳陶瓷 领先科技 美欣达 中钢天源 ,0.2658093245031723,7.237171516757735,7.237171516757735
26,2009-02-27,sh600520 sh600647 sh600768 sz000803 sz002058 sz002125 ,三佳科技 同达创业 宁波富邦 金宇车城 威尔泰 湘潭电化 ,0.2354377763027613,8.941075085384858,8.941075085384858
27,2009-03-31,sh600562 sz000669 sz000703 sz002034 sz002057 sz002136 ,高淳陶瓷 领先科技 世纪光华 美欣达 中钢天源 安纳达 ,0.11351539449567993,9.956024750917816,9.956024750917816
28,2009-04-30,sh600455 sh600753 sz000639 sz002034 sz002057 sz002125 ,交大博通 东方银星 金德发展 美欣达 中钢天源 湘潭电化 ,0.1211789220483932,11.16248509812116,11.16248509812116
29,2009-05-27,sz000669 sz000703 sz002020 sz002136 sz002175 sz002188 ,领先科技 世纪光华 京新药业 安纳达 广陆数测 新嘉联 ,0.16062833175211555,12.95549645764021,12.95549645764021
30,2009-06-30,sh600455 sh600566 sh600647 sz000526 sz002057 sz002058 ,交大博通 洪城股份 同达创业 旭飞投资 中钢天源 威尔泰 ,0.09858549069718436,14.232720433142305,14.232720433142305
31,2009-07-31,sh600455 sh600647 sz000669 sz002057 sz002058 sz002136 ,交大博通 同达创业 领先科技 中钢天源 威尔泰 安纳达 ,-0.13653913593110145,12.289397083252123,12.289397083252123
32,2009-08-31,sh600455 sh600566 sh600647 sz002020 sz002035 sz002175 ,交大博通 洪城股份 同达创业 京新药业 华帝股份 广陆数测 ,0.07725833033658858,13.238855382747523,13.238855382747523
33,2009-09-30,sz000639 sz000669 sz002057 sz002071 sz002125 sz002136 ,金德发展 领先科技 中钢天源 江苏宏宝 湘潭电化 安纳达 ,0.17100839154448244,15.502810747641192,15.502810747641192
34,2009-10-30,sh600265 sh600593 sz000705 sz000711 sz000791 sz002178 ,景谷林业 大连圣亚 浙江震元 天伦置业 西北化工 延华智能 ,0.19696652868960607,18.556345565535995,18.556345565535995
35,2009-11-30,sh600566 sz000639 sz000803 sz002034 sz002058 sz002178 ,洪城股份 金德发展 金宇车城 美欣达 威尔泰 延华智能 ,0.07155607160069999,19.88416475747082,19.88416475747082
36,2009-12-31,sh600753 sz000705 sz000711 sz000803 sz002020 sz002113 ,东方银星 浙江震元 天伦置业 金宇车城 京新药业 天润发展 ,-0.00386963244143268,19.807220348454518,19.807220348454518
37,2010-01-29,sh600753 sz000711 sz002020 sz002034 sz002136 sz002175 ,东方银星 天伦置业 京新药业 美欣达 安纳达 广陆数测 ,0.06718306628097004,21.137930145966514,21.137930145966514
38,2010-02-26,sh600647 sz000711 sz002034 sz002057 sz002058 sz002136 ,同达创业 天伦置业 美欣达 中钢天源 威尔泰 安纳达 ,0.0974825339214429,23.198509138449786,23.198509138449786
39,2010-03-31,sh600687 sh600753 sz000669 sz000711 sz000803 sz002125 ,刚泰控股 东方银星 领先科技 天伦置业 金宇车城 湘潭电化 ,-0.08979249124830813,21.115457209661738,21.115457209661738
40,2010-04-30,sh600136 sh600753 sz002034 sz002058 sz002136 sz002175 ,道博股份 东方银星 美欣达 威尔泰 安纳达 广陆数测 ,-0.08251578823537742,19.373098614056115,19.373098614056115
41,2010-05-31,sh600532 sh600593 sh600768 sz002034 sz002044 sz002071 ,华阳科技 大连圣亚 宁波富邦 美欣达 江苏三友 江苏宏宝 ,-0.10634499735576475,17.31286649317135,17.31286649317135
42,2010-06-30,sh600241 sh600566 sh600768 sz002034 sz002057 sz002125 ,时代万恒 洪城股份 宁波富邦 美欣达 中钢天源 湘潭电化 ,0.19319117116433193,20.657559447198842,20.657559447198842
43,2010-07-30,sh600136 sh600768 sz000803 sz002034 sz002058 sz002175 ,道博股份 宁波富邦 金宇车城 美欣达 威尔泰 广陆数测 ,0.11714634192447781,23.077516969525625,23.077516969525625
44,2010-08-31,sh600532 sh600753 sz000023 sz000711 sz000803 sz002136 ,华阳科技 东方银星 深天地Ａ 天伦置业 金宇车城 安纳达 ,0.09882468669269429,25.358145353684332,25.358145353684332
45,2010-09-30,sh600647 sh600768 sz000023 sz000803 sz002034 sz002175 ,同达创业 宁波富邦 深天地Ａ 金宇车城 美欣达 广陆数测 ,0.12745793396194038,28.590242169571514,28.590242169571514
46,2010-10-29,sh600070 sh600753 sz000023 sz000526 sz000803 sz002034 ,浙江富润 东方银星 深天地Ａ 旭飞投资 金宇车城 美欣达 ,0.028249855300725768,29.397912373874618,29.397912373874618
47,2010-11-30,sh600136 sh600687 sz000023 sz000638 sz000711 sz002175 ,道博股份 刚泰控股 深天地Ａ 万方地产 天伦置业 广陆数测 ,0.03840000093614315,30.52679223655206,30.52679223655206
48,2010-12-31,sh600566 sh600766 sz002141 sz002174 sz002175 sz300013 ,洪城股份 园城股份 蓉胜超微 梅花伞 广陆数测 新宁物流 ,-0.03775836834794166,29.37415037080324,29.37415037080324
49,2011-01-31,sh600753 sz000023 sz000526 sz002034 sz002058 sz002174 ,东方银星 深天地Ａ 旭飞投资 美欣达 威尔泰 梅花伞 ,0.15154223871999561,33.82557487849255,33.82557487849255
50,2011-02-28,sh600753 sh600768 sz000567 sz000638 sz002175 sz300013 ,东方银星 宁波富邦 海德股份 万方地产 广陆数测 新宁物流 ,0.04808099430926216,35.45194215173287,35.45194215173287
51,2011-03-31,sz000803 sz002034 sz002174 sz002175 sz300013 sz300023 ,金宇车城 美欣达 梅花伞 广陆数测 新宁物流 宝德股份 ,0.007852891574068321,35.730342409540576,35.730342409540576
52,2011-04-29,sz000023 sz002174 sz300013 sz300023 sz300061 sz300063 ,深天地Ａ 梅花伞 新宁物流 宝德股份 康耐特 天龙集团 ,-0.06539397976722416,33.39379312093509,33.39379312093509
53,2011-05-31,sh600241 sh600520 sh600593 sz000023 sz000526 sz002174 ,时代万恒 三佳科技 大连圣亚 深天地Ａ 旭飞投资 梅花伞 ,0.06604912642580674,35.59942398461696,35.59942398461696
54,2011-06-30,sz000004 sz000526 sz300013 sz300023 sz300061 sz300063 ,国农科技 旭飞投资 新宁物流 宝德股份 康耐特 天龙集团 ,0.044771225577227014,37.19325382625159,37.19325382625159
55,2011-07-29,sh600241 sz000023 sz000560 sz002141 sz002174 sz300061 ,时代万恒 深天地Ａ 昆百大Ａ 蓉胜超微 梅花伞 康耐特 ,0.0038478911178789765,37.33636941729464,37.33636941729464
56,2011-08-31,sh600265 sh600566 sz002354 sz002374 sz300056 sz300097 ,景谷林业 洪城股份 科冕木业 丽鹏股份 三维丝 智云股份 ,-0.10619226927525938,33.37153562237273,33.37153562237273
57,2011-09-30,sz000526 sz002076 sz002374 sz300056 sz300084 sz300108 ,旭飞投资 雪莱特 丽鹏股份 三维丝 海默科技 双龙股份 ,0.09472401769409156,36.532621553145376,36.532621553145376
58,2011-10-31,sz000526 sz002141 sz002354 sz300084 sz300095 sz300108 ,旭飞投资 蓉胜超微 科冕木业 海默科技 华伍股份 双龙股份 ,0.026887628657441986,37.51489711534921,37.51489711534921
59,2011-11-30,sz000004 sz000929 sz002141 sz002374 sz300056 sz300084 ,国农科技 兰州黄河 蓉胜超微 丽鹏股份 三维丝 海默科技 ,-0.17948109127997447,30.781682441830366,30.781682441830366
60,2011-12-30,sh600356 sh600532 sz000033 sz002207 sz300056 sz300084 ,恒丰纸业 华阳科技 新都酒店 准油股份 三维丝 海默科技 ,0.047773023811427784,32.25221649007974,32.25221649007974
61,2012-01-31,sh600242 sh600532 sh600882 sz300056 sz300125 sz302132 ,中昌海运 华阳科技 大成股份 三维丝 易世达 中航电测 ,0.2142938251058597,39.163667329881214,39.163667329881214
62,2012-02-29,sz000929 sz002224 sz002517 sz300056 sz300108 sz300121 ,兰州黄河 三力士 泰亚股份 三维丝 双龙股份 阳谷华泰 ,-0.08735785432117571,35.742413384594464,35.742413384594464
63,2012-03-30,sh600558 sh600768 sz000929 sz002295 sz300056 sz300125 ,大西洋 宁波富邦 兰州黄河 精艺股份 三维丝 易世达 ,0.18926456565421423,42.50718572926311,42.50718572926311
64,2012-04-27,sh600241 sh600768 sh600992 sz002103 sz002125 sz300056 ,时代万恒 宁波富邦 贵绳股份 广博股份 湘潭电化 三维丝 ,0.050853340000571734,44.66881809762077,44.66881809762077
65,2012-05-31,sh600661 sh600992 sz000023 sz002125 sz002141 sz300184 ,新南洋 贵绳股份 深天地Ａ 湘潭电化 蓉胜超微 力源信息 ,-0.07523537760926424,41.30814270068674,41.30814270068674
66,2012-06-29,sh600265 sh600992 sz000836 sz000929 sz002057 sz002150 ,景谷林业 贵绳股份 鑫茂科技 兰州黄河 中钢天源 江苏通润 ,-0.07827517176301357,38.07474073557941,38.07474073557941
67,2012-07-31,sh600558 sh600889 sz000663 sz002057 sz002150 sz300056 ,大西洋 南京化纤 永安林业 中钢天源 江苏通润 三维丝 ,0.074181842571438,40.89919515877448,40.89919515877448
68,2012-08-31,sh600265 sh600889 sz000615 sz002125 sz002139 sz002150 ,景谷林业 南京化纤 湖北金环 湘潭电化 拓邦股份 江苏通润 ,-0.0038580012773885564,40.741406011607765,40.741406011607765
69,2012-09-28,sh600213 sh600768 sh600992 sz000615 sz002125 sz300056 ,亚星客车 宁波富邦 贵绳股份 湖北金环 湘潭电化 三维丝 ,0.017928965920801287,41.47185729155541,41.47185729155541
70,2012-10-31,sh600241 sh600419 sh600768 sz000810 sz002098 sz300056 ,时代万恒 新疆天宏 宁波富邦 华润锦华 浔兴股份 三维丝 ,-0.12136008906966333,36.438828996767874,36.438828996767874
71,2012-11-30,sh600213 sh600241 sh600301 sh600605 sh600661 sz000615 ,亚星客车 时代万恒 南化股份 汇通能源 新南洋 湖北金环 ,0.16618646583528895,42.494469206917174,42.494469206917174
72,2012-12-31,sh600241 sh600753 sh600768 sz000803 sz002125 sz300056 ,时代万恒 东方银星 宁波富邦 金宇车城 湘潭电化 三维丝 ,0.1823335411622875,50.24263625722617,50.24263625722617
73,2013-01-31,sh600419 sz300023 sz300184 sz300211 sz300247 sz300269 ,新疆天宏 宝德股份 力源信息 亿通科技 桑乐金 联建光电 ,0.07185235133371037,53.8526878095122,53.8526878095122
74,2013-02-28,sh600753 sh600768 sz000526 sz002141 sz300211 sz300282 ,东方银星 宁波富邦 银润投资 蓉胜超微 亿通科技 汇冠股份 ,0.003957209713837173,54.06579418882824,54.06579418882824
75,2013-03-29,sz300023 sz300173 sz300220 sz300269 sz300279 sz300282 ,宝德股份 松德股份 金运激光 联建光电 和晶科技 汇冠股份 ,-0.004555055758550419,53.81952148166782,53.81952148166782
76,2013-04-26,sh600768 sz002504 sz300092 sz300095 sz300151 sz300211 ,宁波富邦 东光微电 科新机电 华伍股份 昌红科技 亿通科技 ,0.15156705476932641,61.976787841738705,61.976787841738705
77,2013-05-31,sh600768 sz000023 sz002373 sz300092 sz300116 sz300173 ,宁波富邦 深天地Ａ 联信永益 科新机电 坚瑞消防 松德股份 ,-0.1408032889384594,53.250252275780774,53.250252275780774
78,2013-06-28,sh600136 sz000711 sz002113 sz002125 sz002633 sz300065 ,道博股份 天伦置业 天润控股 湘潭电化 申科股份 海兰信 ,0.1215864882044928,59.72476344599626,59.72476344599626
79,2013-07-31,sh600520 sh600892 sz000004 sz300092 sz300211 sz300281 ,中发科技 宝诚股份 国农科技 科新机电 亿通科技 金明精机 ,0.15526686951801105,68.99804049895984,68.99804049895984
80,2013-08-30,sh600892 sz002633 sz300023 sz300063 sz300092 sz300095 ,宝诚股份 申科股份 宝德股份 天龙集团 科新机电 华伍股份 ,0.09289976494884189,75.40794224324388,75.40794224324388
81,2013-09-30,sh600136 sh600520 sh600768 sz000923 sz002066 sz300173 ,道博股份 中发科技 宁波富邦 河北宣工 瑞泰科技 松德股份 ,-0.00978776117390201,74.66986731395161,74.66986731395161
82,2013-10-31,sz000004 sz000711 sz300023 sz300061 sz300095 sz300329 ,国农科技 天伦置业 宝德股份 康耐特 华伍股份 海伦钢琴 ,0.2179162777065391,90.94164685584911,90.94164685584911
83,2013-11-29,sh600136 sh600892 sz000004 sz000923 sz002058 sz002113 ,道博股份 宝诚股份 国农科技 河北宣工 威尔泰 天润控股 ,-0.05719196004141425,85.74051582276898,85.74051582276898
84,2013-12-31,sh600099 sh600520 sh600715 sh600892 sz000711 sz000923 ,林海股份 中发科技 松辽汽车 宝诚股份 天伦置业 河北宣工 ,0.01839857643594467,87.31801925679152,87.31801925679152
85,2014-01-30,sh600338 sz000420 sz000711 sz000803 sz000856 sz300243 ,西藏珠峰 吉林化纤 天伦置业 金宇车城 冀东装备 瑞丰高材 ,0.07312194138743466,93.70288234295352,93.70288234295352
86,2014-02-28,sh600137 sh600892 sz000546 sz300023 sz300092 sz300243 ,浪莎股份 宝诚股份 光华控股 宝德股份 科新机电 瑞丰高材 ,-0.021908347018805396,91.65000707992179,91.65000707992179
87,2014-03-31,sh600455 sh600520 sh600892 sz300023 sz300092 sz300173 ,博通股份 中发科技 宝诚股份 宝德股份 科新机电 松德股份 ,0.15668971564924572,106.0106206285261,106.0106206285261
88,2014-04-30,sh600603 sh600768 sz000038 sz000546 sz002125 sz300321 ,大洲兴业 宁波富邦 深大通 光华控股 湘潭电化 同大股份 ,0.05191862578793427,111.5145463704852,111.5145463704852
89,2014-05-30,sh600444 sz000038 sz000668 sz000838 sz002058 sz002125 ,国通管业 深大通 荣丰控股 国兴地产 威尔泰 湘潭电化 ,0.09072986653952397,121.63224627989489,121.63224627989489
90,2014-06-30,sh600656 sh600892 sz000023 sz000803 sz002066 sz300092 ,博元投资 宝诚股份 深天地Ａ 金宇车城 瑞泰科技 科新机电 ,0.12266271466948364,136.55198779993398,136.55198779993398
91,2014-07-31,sh600444 sh600892 sz000004 sz000803 sz002034 sz002072 ,国通管业 宝诚股份 国农科技 金宇车城 美欣达 德棉股份 ,0.16089487743095465,158.52250313995756,158.52250313995756
92,2014-08-29,sh600593 sz000004 sz000923 sz002044 sz300087 sz300321 ,大连圣亚 国农科技 河北宣工 江苏三友 荃银高科 同大股份 ,0.2958260338305978,205.4175865167497,205.4175865167497
93,2014-09-30,sh600136 sh600768 sz000038 sz000803 sz002034 sz002125 ,道博股份 宁波富邦 深大通 金宇车城 美欣达 湘潭电化 ,0.0041928771944181875,206.27887723058822,206.27887723058822
94,2014-10-31,sh600136 sh600137 sh600444 sh600539 sz002125 sz300092 ,道博股份 浪莎股份 国通管业 狮头股份 湘潭电化 科新机电 ,0.04040354240099475,214.6132745932039,214.6132745932039
95,2014-11-28,sh600444 sh600593 sh600603 sh600768 sz000546 sz002125 ,国通管业 大连圣亚 大洲兴业 宁波富邦 光华控股 湘潭电化 ,-0.15073262318737934,182.2640527429369,182.2640527429369
96,2014-12-31,sh600455 sh600768 sz000004 sz000803 sz300092 sz300174 ,博通股份 宁波富邦 国农科技 金宇车城 科新机电 元力股份 ,0.1407792944407802,207.9230574900047,207.9230574900047
97,2015-01-30,sh600419 sh600593 sz002034 sz300143 sz300176 sz300211 ,天润乳业 大连圣亚 美欣达 星河生物 鸿特精密 亿通科技 ,0.07154770438707025,222.79947494255538,222.79947494255538
98,2015-02-27,sh600137 sh600241 sh600593 sh600603 sz300023 sz300176 ,浪莎股份 时代万恒 大连圣亚 大洲兴业 宝德股份 鸿特精密 ,0.28851870296442184,287.08129047413564,287.08129047413564
99,2015-03-31,sh600421 sh600444 sh600455 sh600539 sz000567 sz002352 ,仰帆控股 国通管业 博通股份 狮头股份 海德股份 鼎泰新材 ,0.23228647771848077,353.76639225724864,353.76639225724864
100,2015-04-30,sh600241 sh600419 sh600593 sz000004 sz002058 sz002193 ,时代万恒 天润乳业 大连圣亚 国农科技 威尔泰 山东如意 ,0.3549635212076685,479.3405565378149,479.3405565378149
101,2015-05-29,sh600241 sh600385 sh600506 sh600892 sz000004 sz000985 ,时代万恒 山东金泰 香梨股份 宝诚股份 国农科技 大庆华科 ,0.26819148773284596,607.8956135263818,607.8956135263818
102,2015-06-30,sh600213 sh600306 sh600506 sh600593 sz300176 sz300268 ,亚星客车 商业城 香梨股份 大连圣亚 鸿特精密 万福生科 ,-0.1552151645332842,513.5409958538227,513.5409958538227
103,2015-07-31,sh600241 sh600506 sh600603 sz002193 sz300046 sz300330 ,时代万恒 香梨股份 大洲兴业 山东如意 台基股份 华虹计通 ,0.27040612282425003,652.4056254539591,652.4056254539591
104,2015-08-31,sh600605 sh600758 sh600768 sz000803 sz002193 sz300176 ,汇通能源 红阳能源 宁波富邦 金宇车城 山东如意 鸿特精密 ,-0.01598674900356445,641.9757804713132,641.9757804713132
105,2015-09-30,sh600137 sz000803 sz000856 sz002034 sz002715 sz300260 ,浪莎股份 金宇车城 冀东装备 美欣达 登云股份 新莱应材 ,0.26355492345417075,811.1716581528617,811.1716581528617
106,2015-10-30,sh600506 sz000723 sz000785 sz002205 sz002627 sz002715 ,香梨股份 美锦能源 武汉中商 国统股份 宜昌交运 登云股份 ,0.23198745350215288,999.353305480863,999.353305480863
107,2015-11-30,sh600506 sz000723 sz002057 sz002679 sz300106 sz300372 ,香梨股份 美锦能源 中钢天源 福建金森 西部牧业 欣泰电气 ,0.2159951039935848,1215.2087266245346,1215.2087266245346
108,2015-12-31,sh600419 sh600681 sh600719 sh600985 sz002193 sz300029 ,天润乳业 万鸿集团 大连热电 雷鸣科化 山东如意 天龙光电 ,-0.3131510750776666,834.6648074382994,834.6648074382994
109,2016-01-29,sh600099 sh600213 sh600768 sz000856 sz002109 sz300176 ,林海股份 亚星客车 宁波富邦 冀东装备 兴化股份 鸿特精密 ,0.23773680674398,1033.0953534602597,1033.0953534602597
110,2016-02-29,sh600099 sz002193 sz002205 sz002627 sz300092 sz300268 ,林海股份 山东如意 国统股份 宜昌交运 科新机电 万福生科 ,0.23190400307709802,1272.6743014880435,1272.6743014880435
111,2016-03-31,sz000610 sz000856 sz002193 sz002715 sz300106 sz300176 ,西安旅游 冀东装备 山东如意 登云股份 西部牧业 鸿特精密 ,0.11523882266578123,1419.335789628521,1419.335789628521
112,2016-04-29,sh600444 sz300062 sz300120 sz300174 sz300321 sz300417 ,国机通用 中能电气 经纬电材 元力股份 同大股份 南华仪器 ,0.027783700588699167,1458.7701902423848,1458.7701902423848
113,2016-05-31,sz000929 sz002205 sz002627 sz300120 sz300268 sz300344 ,兰州黄河 国统股份 宜昌交运 经纬电材 万福生科 太空板业 ,0.07106751225339236,1562.441358612319,1562.441358612319
114,2016-06-30,sh600137 sh600448 sh600605 sz000785 sz000929 sz300268 ,浪莎股份 华纺股份 汇通能源 武汉中商 兰州黄河 万福生科 ,0.026971696909555476,1604.5830533757644,1604.5830533757644
115,2016-07-29,sh600213 sh600444 sz000929 sz002715 sz300029 sz300268 ,亚星客车 国机通用 兰州黄河 登云股份 天龙光电 万福生科 ,0.1037199165874263,1771.0102738294966,1771.0102738294966
116,2016-08-31,sh600137 sh600228 sh600561 sh600731 sh600857 sz300192 ,浪莎股份 昌九生化 江西长运 湖南海利 宁波中百 科斯伍德 ,0.07672045817546636,1906.8829934711537,1906.8829934711537
117,2016-09-30,sh600148 sh600213 sz002057 sz002715 sz300126 sz300275 ,长春一东 亚星客车 中钢天源 登云股份 锐奇股份 梅安森 ,0.06621450370932314,2033.1463045155945,2033.1463045155945
118,2016-10-31,sh600099 sh600385 sz002057 sz300029 sz300268 sz300330 ,林海股份 山东金泰 中钢天源 天龙光电 万福生科 华虹计通 ,0.03917301357259695,2112.790772297459,2112.790772297459
119,2016-11-30,sh600099 sh600444 sz002057 sz002715 sz300029 sz300330 ,林海股份 国机通用 中钢天源 登云股份 天龙光电 华虹计通 ,0.09765833902148802,2319.122409819956,2319.122409819956
120,2016-12-30,sh600241 sz002248 sz002760 sz300354 sz300405 sz300472 ,时代万恒 华东数控 凤形股份 东华测试 科隆精化 新元科技 ,-0.0845583900264486,2123.0211525713225,2123.0211525713225
121,2017-01-26,sz300029 sz300120 sz300321 sz300330 sz300354 sz300483 ,天龙光电 经纬电材 同大股份 华虹计通 东华测试 沃施股份 ,0.03821247788465976,2204.147051412619,2204.147051412619
122,2017-02-28,sh600455 sz002715 sz300321 sz300330 sz300354 sz300483 ,博通股份 登云股份 同大股份 华虹计通 东华测试 沃施股份 ,-0.08100421873096741,2025.6018415447743,2025.6018415447743
123,2017-03-31,sh600423 sz002633 sz002667 sz002715 sz300029 sz300321 ,柳化股份 申科股份 鞍重股份 登云股份 天龙光电 同大股份 ,-0.10431741042017684,1814.2963028924821,1814.2963028924821
124,2017-04-28,sh600385 sh600423 sh600561 sz002633 sz300321 sz300483 ,山东金泰 柳化股份 江西长运 申科股份 同大股份 沃施股份 ,-0.05501707137737677,1714.4790336965357,1714.4790336965357
125,2017-05-31,sh600213 sh600506 sh600561 sz300243 sz300330 sz300483 ,亚星客车 香梨股份 江西长运 瑞丰高材 华虹计通 沃施股份 ,0.044750659242229984,1791.2031007114372,1791.2031007114372
126,2017-06-30,sh600213 sh600506 sh600561 sz300243 sz300321 sz300330 ,亚星客车 香梨股份 江西长运 瑞丰高材 同大股份 华虹计通 ,0.04215648640534919,1866.7139298757982,1866.7139298757982
127,2017-07-31,sh600768 sz002633 sz300243 sz300330 sz300483 sz300489 ,宁波富邦 申科股份 瑞丰高材 华虹计通 沃施股份 中飞股份 ,0.06623445879230339,1990.3547167411755,1990.3547167411755
128,2017-08-31,sh600455 sh600778 sz000713 sz002667 sz300243 sz300387 ,博通股份 友好集团 丰乐种业 鞍重股份 瑞丰高材 富邦股份 ,0.022192078396283454,2034.5248246515082,2034.5248246515082
129,2017-09-29,sh600561 sh600593 sh600768 sz002633 sz300483 sz300489 ,江西长运 大连圣亚 宁波富邦 申科股份 沃施股份 中飞股份 ,-0.009565154193770686,2015.0642809926624,2015.0642809926624
130,2017-10-31,sh600561 sz300028 sz300218 sz300330 sz300405 sz300540 ,江西长运 金亚科技 安利股份 华虹计通 科隆股份 深冷股份 ,-0.11549703580085069,1782.3303295898374,1782.3303295898374
131,2017-11-30,sh603029 sh603031 sz300022 sz300330 sz300540 sz300551 ,天鹅股份 安德利 吉峰农机 华虹计通 深冷股份 古鳌科技 ,0.03916830013707573,1852.1411788826254,1852.1411788826254
132,2017-12-29,sz002209 sz002633 sz300028 sz300092 sz300169 sz300235 ,达意隆 申科股份 金亚科技 科新机电 天晟新材 方直科技 ,-0.08207238947215778,1700.1315266919491,1700.1315266919491
